Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Warehouse,Current_Stock,Reorder_Level,Lead_Time_Days,Order_Date,Ship_Date
1200,CA-2019-130946,08-04-2019,12-04-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,-1850.9464,Warehouse_South,424,141,6,04-Aug-2019,04-Dec-2019
3673,CA-2019-104969,08-04-2019,14-04-2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,Midwest,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1,3.2161,Warehouse_Midwest,71,23,9,04-Aug-2019,14-Apr-2019
3674,CA-2019-104969,08-04-2019,14-04-2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,Midwest,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,-100.92,Warehouse_Midwest,287,95,7,04-Aug-2019,14-Apr-2019
4196,CA-2019-124233,08-04-2019,14-04-2019,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5,10.374,Warehouse_West,207,69,3,04-Aug-2019,14-Apr-2019
5508,CA-2019-150000,08-04-2019,14-04-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,Georgia,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,8.6016,Warehouse_South,87,29,9,04-Aug-2019,14-Apr-2019
6151,US-2019-106600,08-04-2019,11-04-2019,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5,88.725,Warehouse_South,279,93,9,04-Aug-2019,04-Nov-2019
6717,CA-2019-134789,08-04-2019,15-04-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30.0,6,14.4,Warehouse_South,414,138,7,04-Aug-2019,15-Apr-2019
6718,CA-2019-134789,08-04-2019,15-04-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,25.92,4,12.7008,Warehouse_South,100,33,9,04-Aug-2019,15-Apr-2019
6719,CA-2019-134789,08-04-2019,15-04-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92,4,31.984,Warehouse_South,487,162,4,04-Aug-2019,15-Apr-2019
1560,CA-2019-126809,09-04-2019,13-04-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,12.8151,Warehouse_West,313,104,5,04-Sep-2019,13-Apr-2019
3054,CA-2019-128517,09-04-2019,14-04-2019,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Midwest,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,134.654,Warehouse_Midwest,332,110,9,04-Sep-2019,14-Apr-2019
3055,CA-2019-128517,09-04-2019,14-04-2019,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Midwest,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,2.4288,Warehouse_Midwest,76,25,5,04-Sep-2019,14-Apr-2019
5400,CA-2019-117681,09-04-2019,14-04-2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,6.549,Warehouse_West,275,91,7,04-Sep-2019,14-Apr-2019
900,US-2019-114622,10-04-2019,12-04-2019,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,Midwest,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,-6.5296,Warehouse_Midwest,326,108,8,04-Oct-2019,04-Dec-2019
4500,CA-2019-124814,10-04-2019,16-04-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,6.2208,Warehouse_West,335,111,2,04-Oct-2019,16-Apr-2019
4501,CA-2019-124814,10-04-2019,16-04-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,8.12,Warehouse_West,146,48,2,04-Oct-2019,16-Apr-2019
6736,CA-2019-123358,10-04-2019,17-04-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3,44.3664,Warehouse_West,333,111,8,04-Oct-2019,17-Apr-2019
6737,CA-2019-123358,10-04-2019,17-04-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,81.1314,Warehouse_West,416,138,8,04-Oct-2019,17-Apr-2019
6738,CA-2019-123358,10-04-2019,17-04-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,9,6.0264,Warehouse_West,497,165,8,04-Oct-2019,17-Apr-2019
6739,CA-2019-123358,10-04-2019,17-04-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.032,4,15.6104,Warehouse_West,366,122,3,04-Oct-2019,17-Apr-2019
7474,CA-2019-109652,10-04-2019,15-04-2019,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Chicago,Illinois,Midwest,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13.568,4,3.2224,Warehouse_Midwest,353,117,2,04-Oct-2019,15-Apr-2019
1130,CA-2019-112102,12-04-2019,16-04-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,75.6624,Warehouse_South,196,65,8,04-Dec-2019,16-Apr-2019
1131,CA-2019-112102,12-04-2019,16-04-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,20.0851,Warehouse_South,53,17,3,04-Dec-2019,16-Apr-2019
1132,CA-2019-112102,12-04-2019,16-04-2019,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,28.755,Warehouse_South,84,28,6,04-Dec-2019,16-Apr-2019
5775,CA-2019-142398,12-04-2019,16-04-2019,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,-31.9144,Warehouse_West,241,80,9,04-Dec-2019,16-Apr-2019
5776,CA-2019-142398,12-04-2019,16-04-2019,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,1,4.6228,Warehouse_West,98,32,3,04-Dec-2019,16-Apr-2019
7361,CA-2019-163594,12-04-2019,14-04-2019,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19.44,3,9.3312,Warehouse_West,66,22,2,04-Dec-2019,14-Apr-2019
7362,CA-2019-163594,12-04-2019,14-04-2019,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,-36.441,Warehouse_West,221,73,7,04-Dec-2019,14-Apr-2019
7363,CA-2019-163594,12-04-2019,14-04-2019,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,13.734,Warehouse_West,269,89,6,04-Dec-2019,14-Apr-2019
9135,CA-2019-124254,12-04-2019,17-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3,-22.6716,Warehouse_South,207,69,2,04-Dec-2019,17-Apr-2019
9136,CA-2019-124254,12-04-2019,17-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.984,1,-5.1984,Warehouse_South,95,31,9,04-Dec-2019,17-Apr-2019
9137,CA-2019-124254,12-04-2019,17-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,South,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3,3.4668,Warehouse_South,422,140,3,04-Dec-2019,17-Apr-2019
7775,CA-2019-152800,13-04-2019,15-04-2019,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,2.8764,Warehouse_West,55,18,4,13-Apr-2019,15-Apr-2019
418,CA-2019-148796,14-04-2019,18-04-2019,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38,Warehouse_West,148,49,5,14-Apr-2019,18-Apr-2019
1980,CA-2019-112669,14-04-2019,14-04-2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,105.0228,Warehouse_West,429,143,9,14-Apr-2019,14-Apr-2019
1981,CA-2019-112669,14-04-2019,14-04-2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,4.2976,Warehouse_West,282,94,2,14-Apr-2019,14-Apr-2019
2723,CA-2019-164735,14-04-2019,19-04-2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,12.18,Warehouse_South,86,28,8,14-Apr-2019,19-Apr-2019
5890,CA-2019-166625,14-04-2019,17-04-2019,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,11.7782,Warehouse_South,329,109,3,14-Apr-2019,17-Apr-2019
430,US-2019-123750,15-04-2019,21-04-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,-145.3508,Warehouse_South,398,132,8,15-Apr-2019,21-Apr-2019
431,US-2019-123750,15-04-2019,21-04-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,76.6395,Warehouse_South,351,117,8,15-Apr-2019,21-Apr-2019
432,US-2019-123750,15-04-2019,21-04-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5,54.7425,Warehouse_South,230,76,8,15-Apr-2019,21-Apr-2019
433,US-2019-123750,15-04-2019,21-04-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,-0.7748,Warehouse_South,144,48,8,15-Apr-2019,21-Apr-2019
552,CA-2019-136406,15-04-2019,17-04-2019,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.0,Warehouse_West,148,49,8,15-Apr-2019,17-Apr-2019
1591,US-2019-132423,15-04-2019,19-04-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,South,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,5.8604,Warehouse_South,237,79,6,15-Apr-2019,19-Apr-2019
1592,US-2019-132423,15-04-2019,19-04-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,South,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5,2.9145,Warehouse_South,165,55,2,15-Apr-2019,19-Apr-2019
2253,CA-2019-117849,15-04-2019,17-04-2019,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,68.976,Warehouse_West,240,80,9,15-Apr-2019,17-Apr-2019
4160,US-2019-164588,16-04-2019,23-04-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Columbus,Georgia,South,OFF-AR-10003056,Office Supplies,Art,Newell 341,12.84,3,3.7236,Warehouse_South,302,100,2,16-Apr-2019,23-Apr-2019
4278,US-2019-107440,16-04-2019,20-04-2019,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,Northeast,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,7,2365.9818,Warehouse_Northeast,465,155,9,16-Apr-2019,20-Apr-2019
4279,US-2019-107440,16-04-2019,20-04-2019,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,Northeast,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,2,3.2868,Warehouse_Northeast,210,70,5,16-Apr-2019,20-Apr-2019
4280,US-2019-107440,16-04-2019,20-04-2019,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,Northeast,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,11.891,Warehouse_Northeast,305,101,3,16-Apr-2019,20-Apr-2019
6919,CA-2019-105473,16-04-2019,18-04-2019,Second Class,BM-11785,Bryan Mills,Consumer,United States,Seattle,Washington,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,3,0.864,Warehouse_West,372,124,4,16-Apr-2019,18-Apr-2019
7130,CA-2019-166282,16-04-2019,22-04-2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,8.3524,Warehouse_South,177,59,6,16-Apr-2019,22-Apr-2019
7131,CA-2019-166282,16-04-2019,22-04-2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.088,7,40.0036,Warehouse_South,67,22,3,16-Apr-2019,22-Apr-2019
2644,CA-2019-149111,17-04-2019,21-04-2019,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,1,4.1391,Warehouse_South,330,110,6,17-Apr-2019,21-Apr-2019
2645,CA-2019-149111,17-04-2019,21-04-2019,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,6.2856,Warehouse_South,272,90,9,17-Apr-2019,21-Apr-2019
3790,US-2019-133508,17-04-2019,21-04-2019,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Omaha,Nebraska,Midwest,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05,5,9.0055,Warehouse_Midwest,103,34,2,17-Apr-2019,21-Apr-2019
3986,CA-2019-108735,17-04-2019,21-04-2019,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,3,24.2352,Warehouse_West,107,35,8,17-Apr-2019,21-Apr-2019
3989,US-2019-159415,17-04-2019,22-04-2019,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,13.846,Warehouse_South,372,124,5,17-Apr-2019,22-Apr-2019
2422,CA-2019-155551,18-04-2019,23-04-2019,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,Midwest,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,-48.9549,Warehouse_Midwest,409,136,5,18-Apr-2019,23-Apr-2019
2423,CA-2019-155551,18-04-2019,23-04-2019,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,Midwest,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,2,3.2616,Warehouse_Midwest,223,74,7,18-Apr-2019,23-Apr-2019
7780,CA-2019-139381,18-04-2019,22-04-2019,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,4,55.0584,Warehouse_South,329,109,4,18-Apr-2019,22-Apr-2019
7781,CA-2019-139381,18-04-2019,22-04-2019,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",29.56,4,7.9812,Warehouse_South,163,54,5,18-Apr-2019,22-Apr-2019
8453,CA-2019-125087,18-04-2019,23-04-2019,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,-93.4724,Warehouse_South,337,112,8,18-Apr-2019,23-Apr-2019
8454,CA-2019-125087,18-04-2019,23-04-2019,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,77.7468,Warehouse_South,480,160,2,18-Apr-2019,23-Apr-2019
8455,CA-2019-125087,18-04-2019,23-04-2019,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,-67.137,Warehouse_South,391,130,4,18-Apr-2019,23-Apr-2019
9678,CA-2019-144785,18-04-2019,23-04-2019,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,Northeast,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99,3,2.0271,Warehouse_Northeast,200,66,9,18-Apr-2019,23-Apr-2019
9679,CA-2019-144785,18-04-2019,23-04-2019,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,Northeast,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1,1.8468,Warehouse_Northeast,499,166,3,18-Apr-2019,23-Apr-2019
1403,US-2019-161396,19-04-2019,25-04-2019,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,Midwest,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,-58.1332,Warehouse_Midwest,176,58,9,19-Apr-2019,25-Apr-2019
1404,US-2019-161396,19-04-2019,25-04-2019,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,Midwest,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5,146.79,Warehouse_Midwest,204,68,8,19-Apr-2019,25-Apr-2019
1605,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,12.987,Warehouse_West,435,145,8,19-Apr-2019,24-Apr-2019
1606,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-AR-10000823,Office Supplies,Art,Newell 307,5.46,3,1.5288,Warehouse_West,322,107,5,19-Apr-2019,24-Apr-2019
1607,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,21.228,Warehouse_West,153,51,4,19-Apr-2019,24-Apr-2019
1608,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,1.971,Warehouse_West,466,155,2,19-Apr-2019,24-Apr-2019
1609,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,10.224,Warehouse_West,442,147,9,19-Apr-2019,24-Apr-2019
1610,US-2019-115819,19-04-2019,24-04-2019,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,9.336,3,3.2676,Warehouse_West,348,116,7,19-Apr-2019,24-Apr-2019
7108,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0.7794,Warehouse_Northeast,295,98,9,19-Apr-2019,26-Apr-2019
7109,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28,2,1.476,Warehouse_Northeast,225,75,6,19-Apr-2019,26-Apr-2019
7110,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88,4,13.7964,Warehouse_Northeast,88,29,6,19-Apr-2019,26-Apr-2019
7111,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,2,2.2504,Warehouse_Northeast,219,73,2,19-Apr-2019,26-Apr-2019
7112,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,2,17.99,Warehouse_Northeast,296,98,2,19-Apr-2019,26-Apr-2019
7113,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.372,Warehouse_Northeast,75,25,6,19-Apr-2019,26-Apr-2019
7114,CA-2019-109666,19-04-2019,26-04-2019,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,Northeast,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28,2,3.248,Warehouse_Northeast,404,134,7,19-Apr-2019,26-Apr-2019
1271,US-2019-103646,21-04-2019,26-04-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Midwest,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,-12.792,Warehouse_Midwest,355,118,4,21-Apr-2019,26-Apr-2019
1272,US-2019-103646,21-04-2019,26-04-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Midwest,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,-126.8592,Warehouse_Midwest,458,152,6,21-Apr-2019,26-Apr-2019
1273,US-2019-103646,21-04-2019,26-04-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Midwest,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,-67.272,Warehouse_Midwest,457,152,2,21-Apr-2019,26-Apr-2019
7986,CA-2019-151498,21-04-2019,24-04-2019,First Class,DN-13690,Duane Noonan,Consumer,United States,Seattle,Washington,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,8.32,5,2.808,Warehouse_West,62,20,5,21-Apr-2019,24-Apr-2019
9206,CA-2019-146423,21-04-2019,21-04-2019,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,Northeast,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,4.4892,Warehouse_Northeast,365,121,3,21-Apr-2019,21-Apr-2019
9207,CA-2019-146423,21-04-2019,21-04-2019,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,Northeast,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8,24.8832,Warehouse_Northeast,440,146,7,21-Apr-2019,21-Apr-2019
463,CA-2019-109869,22-04-2019,29-04-2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.068,Warehouse_West,362,120,8,22-Apr-2019,29-Apr-2019
464,CA-2019-109869,22-04-2019,29-04-2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.4832,Warehouse_West,85,28,7,22-Apr-2019,29-Apr-2019
